"Date","Price","Open","High","Low","Vol.","Change %"
"18-04-2017","29,319.10","29,487.78","29,701.19","29,286.38","12.49M","-0.32%"
"17-04-2017","29,413.66","29,470.27","29,494.08","29,363.28","6.86M","-0.16%"
"13-04-2017","29,461.45","29,637.12","29,660.48","29,442.26","11.01M","-0.61%"
"12-04-2017","29,643.48","29,838.82","29,838.82","29,549.74","8.83M","-0.49%"
"11-04-2017","29,788.35","29,630.06","29,804.51","29,570.58","11.07M","0.72%"
"10-04-2017","29,575.74","29,752.62","29,831.32","29,553.04","10.98M","-0.44%"
"07-04-2017","29,706.61","29,850.71","29,886.12","29,668.45","15.19M","-0.74%"
"06-04-2017","29,927.34","29,946.89","29,954.25","29,817.59","11.73M","-0.16%"
"05-04-2017","29,974.24","29,996.03","30,007.48","29,817.69","11.51M","0.21%"
"03-04-2017","29,910.22","29,737.73","29,926.94","29,705.72","10.45M","0.98%"
"31-03-2017","29,620.50","29,633.91","29,687.64","29,552.61","12.16M","-0.09%"
"30-03-2017","29,647.42","29,538.03","29,684.54","29,521.65","16.23M","0.39%"
"29-03-2017","29,531.43","29,463.01","29,554.39","29,439.42","42.90M","0.41%"
"28-03-2017","29,409.52","29,301.22","29,442.18","29,301.22","34.53M","0.59%"
"27-03-2017","29,237.15","29,395.68","29,420.70","29,163.54","15.55M","-0.63%"
"24-03-2017","29,421.40","29,350.60","29,539.85","29,350.17","21.66M","0.30%"
"23-03-2017","29,332.16","29,201.01","29,373.79","29,198.08","26.84M","0.56%"
"22-03-2017","29,167.68","29,341.41","29,341.41","29,137.48","15.20M","-1.08%"
"21-03-2017","29,485.45","29,525.88","29,585.05","29,380.14","11.90M","-0.11%"
"20-03-2017","29,518.74","29,653.54","29,699.48","29,482.40","413.18M","-0.44%"
"17-03-2017","29,648.99","29,755.74","29,824.62","29,601.86","14.85M","0.21%"
"16-03-2017","29,585.85","29,482.83","29,614.79","29,482.83","18.96M","0.64%"
"15-03-2017","29,398.11","29,452.86","29,500.08","29,358.91","404.58M","-0.15%"
"14-03-2017","29,442.63","29,437.23","29,561.93","29,356.05","30.08M","1.71%"
"10-03-2017","28,946.23","29,006.00","29,076.63","28,851.04","16.37M","0.06%"
"09-03-2017","28,929.13","28,909.70","28,986.72","28,815.02","413.87M","0.09%"
"08-03-2017","28,901.94","29,021.06","29,022.32","28,815.48","16.81M","-0.34%"
"07-03-2017","28,999.56","29,092.16","29,098.17","28,957.68","10.01M","-0.17%"
"06-03-2017","29,048.19","28,859.21","29,070.20","28,856.12","12.51M","0.75%"
"03-03-2017","28,832.45","28,827.50","28,860.13","28,716.21","9.60M","-0.03%"
"02-03-2017","28,839.79","29,117.38","29,145.62","28,784.31","11.12M","-0.50%"
"01-03-2017","28,984.49","28,849.04","29,029.17","28,824.17","15.04M","0.84%"
"28-02-2017","28,743.32","28,825.19","28,876.54","28,721.12","11.01M","-0.24%"
"27-02-2017","28,812.88","28,910.50","28,961.83","28,791.19","12.41M","-0.28%"
"23-02-2017","28,892.97","28,927.67","29,065.31","28,860.46","18.97M","0.10%"
"22-02-2017","28,864.71","28,822.40","28,963.52","28,789.30","16.80M","0.36%"
"21-02-2017","28,761.59","28,716.70","28,801.00","28,597.33","8.69M","0.35%"
"20-02-2017","28,661.58","28,481.91","28,696.53","28,419.27","9.25M","0.68%"
"17-02-2017","28,468.75","28,670.43","28,726.26","28,410.91","15.53M","0.59%"
"16-02-2017","28,301.27","28,223.85","28,327.84","28,146.19","9.98M","0.52%"
"15-02-2017","28,155.56","28,270.11","28,382.32","28,102.23","18.41M","-0.65%"
"14-02-2017","28,339.31","28,386.12","28,393.42","28,263.45","12.08M","-0.04%"
"13-02-2017","28,351.62","28,450.42","28,458.80","28,197.38","9.65M","0.06%"
"10-02-2017","28,334.25","28,367.17","28,456.18","28,286.80","14.14M","0.02%"
"09-02-2017","28,329.70","28,349.22","28,469.48","28,152.18","10.51M","0.14%"
"08-02-2017","28,289.92","28,386.08","28,391.64","28,149.08","11.23M","-0.16%"
"07-02-2017","28,335.16","28,443.23","28,483.41","28,239.12","11.13M","-0.37%"
"06-02-2017","28,439.28","28,340.39","28,487.28","28,340.39","10.33M","0.70%"
"03-02-2017","28,240.52","28,270.67","28,280.58","28,127.18","11.10M","0.05%"
"02-02-2017","28,226.61","28,167.83","28,299.92","28,070.81","17.75M","0.30%"
"01-02-2017","28,141.64","27,669.08","28,159.54","27,590.10","18.85M","1.76%"
"31-01-2017","27,655.96","27,867.92","27,867.92","27,624.54","10.95M","-0.70%"
"30-01-2017","27,849.56","27,866.80","27,947.37","27,813.32","8.94M","-0.12%"
"27-01-2017","27,882.46","27,761.03","27,980.39","27,759.48","14.67M","0.63%"
"25-01-2017","27,708.14","27,462.83","27,736.83","27,439.68","12.56M","1.21%"
"24-01-2017","27,375.58","27,170.88","27,393.35","27,140.85","6.95M","0.95%"
"23-01-2017","27,117.34","26,990.93","27,167.79","26,963.58","6.77M","0.31%"
"20-01-2017","27,034.50","27,232.69","27,264.41","27,009.81","9.05M","-1.00%"
"19-01-2017","27,308.60","27,253.34","27,348.19","27,219.89","11.15M","0.19%"
"18-01-2017","27,257.64","27,261.76","27,422.67","27,217.65","9.82M","0.08%"
"17-01-2017","27,235.66","27,331.82","27,381.43","27,179.19","8.39M","-0.19%"
"16-01-2017","27,288.17","27,238.35","27,335.08","27,172.68","13.02M","0.18%"
"13-01-2017","27,238.06","27,378.01","27,459.75","27,143.07","10.53M","-0.03%"
"12-01-2017","27,247.16","27,171.66","27,278.93","27,166.69","12.05M","0.39%"
"11-01-2017","27,140.41","26,978.44","27,174.87","26,978.44","12.36M","0.90%"
"10-01-2017","26,899.56","26,811.63","26,914.95","26,804.17","8.93M","0.65%"
"09-01-2017","26,726.55","26,860.81","26,860.88","26,701.18","6.64M","-0.12%"
"06-01-2017","26,759.23","26,929.69","27,009.61","26,733.33","7.96M","-0.44%"
"05-01-2017","26,878.24","26,738.42","26,917.21","26,738.42","10.08M","0.92%"
"04-01-2017","26,633.13","26,677.22","26,723.37","26,606.06","8.34M","-0.04%"
"03-01-2017","26,643.24","26,616.92","26,724.40","26,488.37","10.11M","0.18%"
"02-01-2017","26,595.45","26,711.15","26,720.98","26,447.06","8.20M","-0.12%"
"30-12-2016","26,626.46","26,441.51","26,678.60","26,406.53","8.91M","0.99%"
"29-12-2016","26,366.15","26,429.41","26,429.63","26,166.67","6.93M","0.59%"
"28-12-2016","26,210.68","26,243.19","26,415.05","26,191.72","8.77M","-0.01%"
"27-12-2016","26,213.44","25,815.43","26,249.03","25,803.19","9.05M","1.57%"
"26-12-2016","25,807.10","25,992.41","26,008.57","25,753.74","5.64M","-0.90%"
"23-12-2016","26,040.70","25,959.99","26,143.19","25,872.38","7.69M","0.24%"
"22-12-2016","25,979.60","26,224.07","26,248.45","25,940.14","7.78M","-1.00%"
"21-12-2016","26,242.38","26,368.88","26,396.00","26,213.51","6.29M","-0.25%"
"20-12-2016","26,307.98","26,374.59","26,435.56","26,241.43","7.46M","-0.25%"
"19-12-2016","26,374.70","26,505.66","26,505.66","26,340.38","7.61M","-0.43%"
"16-12-2016","26,489.56","26,548.67","26,594.55","26,455.21","7.80M","-0.11%"
"15-12-2016","26,519.07","26,497.71","26,737.86","26,407.58","13.07M","-0.31%"
"14-12-2016","26,602.84","26,707.91","26,736.34","26,547.05","10.17M","-0.36%"
"13-12-2016","26,697.82","26,607.65","26,724.97","26,494.23","7.16M","0.69%"
"12-12-2016","26,515.24","26,725.31","26,725.31","26,468.59","8.79M","-0.87%"
"09-12-2016","26,747.18","26,787.14","26,803.76","26,707.81","10.12M","0.20%"
"08-12-2016","26,694.28","26,366.52","26,733.87","26,357.35","8.48M","1.74%"
"07-12-2016","26,236.87","26,456.21","26,540.83","26,164.82","10.82M","-0.59%"
"06-12-2016","26,392.76","26,403.62","26,502.43","26,356.02","7.75M","0.17%"
"05-12-2016","26,349.10","26,253.48","26,390.80","26,125.35","13.18M","0.45%"
"02-12-2016","26,230.66","26,437.37","26,463.06","26,182.93","9.88M","-1.24%"
"01-12-2016","26,559.92","26,756.66","26,769.32","26,540.82","11.55M","-0.35%"
"30-11-2016","26,652.81","26,441.02","26,680.55","26,395.50","8.04M","0.98%"
"29-11-2016","26,394.01","26,408.62","26,587.07","26,354.66","9.89M","0.17%"
"28-11-2016","26,350.17","26,303.52","26,413.99","26,183.22","11.20M","0.13%"
"25-11-2016","26,316.34","25,953.24","26,343.95","25,874.45","11.89M","1.76%"
"24-11-2016","25,860.17","26,049.14","26,049.14","25,810.97","8.88M","-0.74%"
